Word/Idiom,Meaning,Episode,Memory Palace,Part of Speech,Verb (if relevant)
peor,peor: worse (adverb),113,,"Adverb, Manner, positive/negative",
primero,primero: first (adverb),113,,"Adverb, Time, de",
pronto,pronto: soon (adverb),113,,"Adverb, Time, general",
rápido,rápido: fast (adverb),113,,"Adverb, Manner, speed",
en realidad,en realidad: in reality/really (idiom),114,,"Cluster, Idiom",
guerra,guerra: war (fem. noun),114,,"Noun, Noun",
hay quienes,hay quienes: there are those who (idiom),114,,"Cluster, Idiom",
juego,juego: game (masc. noun),114,,"Noun, Noun",
juego de mesa,juego de mesa: board game (idiom),114,,"Cluster, Idiom",
lista,lista: list (fem. noun),114,,"Noun, Noun",
más allá,más allá: beyond (idiom),114,,"Cluster, Idiom",
qué hay de...,qué hay de...: how about... (idiom),114,,"Cluster, Idiom",
realidad,realidad: reality (fem. noun),114,,"Noun, Noun",
seguridad,seguridad: security/safety (fem. noun),114,,"Noun, Noun",
tan pronto como,tan pronto como: as soon as (idiom),114,,"Cluster, Idiom",
crea,"crea: believe, I believe (Creer, subjunctive, 1st person)",116,,"Verb, Verb",Creer
crea,"crea: believe, he/she/it believe (Creer, subjunctive, 3rd person)",116,,"Verb, Verb",Creer
creamos,"creamos: believe, we believe (Creer, subjunctive, 1st person plural)",116,,"Verb, Verb",Creer
crean,"crean: believe, they believe (Creer, subjunctive, 3rd person plural)",116,,"Verb, Verb",Creer
creas,"creas: believe, you believe (Creer, subjunctive, 2nd person)",116,,"Verb, Verb",Creer
creas,creas: believe (Creer negative imperative),116,,"Verb, Verb",Creer
cree,cree: believe (Creer imperative),116,,"Verb, Verb",Creer
cree,"cree: believes, he/she/it believes (Creer, present, 3rd person)",116,,"Verb, Verb",Creer
créeme,"créeme: believe me (Creer, imperative contraction)",116,,"Verb, Verb",Creer
creemos,"creemos: believe, we believe (Creer, present, 1st person plural)",116,,"Verb, Verb",Creer
creen,"creen: believe, they believe (Creer, present, 3rd person plural)",116,,"Verb, Verb",Creer
creer,creer: to believe (Creer infinitive),116,,"Verb, Verb",Creer
creerlo,creerlo: to believe it (Creer infinitive) + CONTRACTION,116,,"Verb, Verb",Creer
crees,"crees: believe, you believe (Creer, present, 2nd person)",116,,"Verb, Verb",Creer
creí,"creí: believed, I believed (Creer, preterite, 1st person)",116,,"Verb, Verb",Creer
creía,"creía: believed, I believed (Creer, imperfect, 1st person)",116,,"Verb, Verb",Creer
creía,"creía: believed , he/she/it believed (Creer, imperfect, 3rd person)",116,,"Verb, Verb",Creer
creíamos,"creíamos: believed, we believed (Creer, imperfect, 1st person plural)",116,,"Verb, Verb",Creer
creían,"creían: believed, they believed (Creer, imperfect, 3rd person plural)",116,,"Verb, Verb",Creer
creías,"creías: believed, you believed (Creer, imperfect, 2nd person)",116,,"Verb, Verb",Creer
creído,creído: believed (Creer participle),116,,"Verb, Verb",Creer
creímos,"creímos: believed, we believed (Creer, preterite, 1st person plural)",116,,"Verb, Verb",Creer
creíste,"creíste: believed, you believed (Creer, preterite, 2nd person)",116,,"Verb, Verb",Creer
creo,"creo: believe, I believe (Creer, present, 1st person)",116,,"Verb, Verb",Creer
creyendo,creyendo: believing (Creer gerund),116,,"Verb, Verb",Creer
creyeron,"creyeron: believed, they believed (Creer, preterite, 3rd person plural)",116,,"Verb, Verb",Creer
creyó,"creyó: believed, he/she/it believed (Creer, preterite, 3rd person)",116,,"Verb, Verb",Creer
en,en: prepositional complement to other words,117,,"Preposition, Preposition",
pensaba,"pensaba: thought, I thought (Pensar, imperfect, 1st person)",117,,"Verb, Verb",Pensar
pensaba,"pensaba: thought, he/she/it thought (Pensar, imperfect, 3rd person)",117,,"Verb, Verb",Pensar
pensábamos,"pensábamos: thought, we thought (Pensar, imperfect, 1st person plural)",117,,"Verb, Verb",Pensar
pensaban,"pensaban: thought, they thought (Pensar, imperfect, 3rd person plural)",117,,"Verb, Verb",Pensar
pensabas,"pensabas: thought, you thought (Pensar, imperfect, 2nd person)",117,,"Verb, Verb",Pensar
pensado,pensado: thought (Pensar participle),117,,"Verb, Verb",Pensar
pensamos,"pensamos: think, we think (Pensar, present, 1st person plural)",117,,"Verb, Verb",Pensar
pensamos,"pensamos: thought, we thought (Pensar, preterite, 1st person plural)",117,,"Verb, Verb",Pensar
pensando,pensando: thinking (Pensar gerund),117,,"Verb, Verb",Pensar
pensar,pensar: to think (Pensar infinitive),117,,"Verb, Verb",Pensar
pensarlo,pensarlo: to think about it (Pensar infinitive) + CONTRACTION,117,,"Verb, Verb",Pensar
pensaron,"pensaron: thought, they thought (Pensar, preterite, 3rd person plural)",117,,"Verb, Verb",Pensar
pensaste,"pensaste: thought, you thought (Pensar, preterite, 2nd person)",117,,"Verb, Verb",Pensar
pensé,"pensé: thought, I thought (Pensar, preterite, 1st person)",117,,"Verb, Verb",Pensar
pensemos,"pensemos: think, we think (Pensar, subjunctive, 1st person plural)",117,,"Verb, Verb",Pensar
pensó,"pensó: thought, he/she/it thought (Pensar, preterite, 3rd person)",117,,"Verb, Verb",Pensar
piensa,"piensa: thinks, he/she/it thinks (Pensar, present, 3rd person)",117,,"Verb, Verb",Pensar
piensa,piensa: think (Pensar imperative),117,,"Verb, Verb",Pensar
piénsalo,"piénsalo: think about it (Pensar, imperative contraction)",117,,"Verb, Verb",Pensar
piensan,"piensan: think, they think (Pensar, present, 3rd person plural)",117,,"Verb, Verb",Pensar
piensas,"piensas: think, you think (Pensar, present, 2nd person)",117,,"Verb, Verb",Pensar
piense,"piense: think, I think (Pensar, subjunctive, 1st person)",117,,"Verb, Verb",Pensar
piense,"piense: think, he/she/it think (Pensar, subjunctive, 3rd person)",117,,"Verb, Verb",Pensar
piense,piense: think (Pensar formal imperative),117,,"Verb, Verb",Pensar
piensen,"piensen: think, they think (Pensar, subjunctive, 3rd person plural)",117,,"Verb, Verb",Pensar
piensen,piensen: think (Pensar plural imperative),117,,"Verb, Verb",Pensar
pienses,pienses: think (Pensar negative imperative),117,,"Verb, Verb",Pensar
pienses,"pienses: think, you think (Pensar, subjunctive, 2nd person)",117,,"Verb, Verb",Pensar
pienso,"pienso: think, I think (Pensar, present, 1st person)",117,,"Verb, Verb",Pensar
alto,alto: high (adjective),118,,"Adjective, Estar, attribute",
alto,alto: tall (adjective),118,,"Adjective, Ser, size",
bajo,bajo: low (adjective),118,,"Adjective, Estar, attribute",
bajo,bajo: short (adjective),118,,"Adjective, Ser, size",
claro,claro: clear / transparent (adjective),118,,"Adjective, Ser, other",
en,"en: “at”/“of”, as in “la primera persona en hacer eso” NEEDS WORK wrong subcategory",118,,"Verb, Verb",
igual,igual: same (adjective),118,,"Adjective, Ser, other",
justo,justo: fair/just (adjective),118,,"Adjective, Ser, positive/negative",
listo,listo: ready (adjective),118,,"Adjective, Estar, feeling",
listo,listo: clever / smart (adjective),118,,"Adjective, Ser, other",
pasado,pasado: past (adjective),118,,"Adjective, Ser, ""which""",
primero,primero: first (adjective),118,,"Adjective, Ser, ""which""",
arma,arma: weapon (fem. noun),119,,"Noun, Noun",
bien,bien: a good (masc. noun),119,,"Noun, Noun",
café,café: coffee (masc. noun),119,,"Noun, Noun",
cama,cama: bed (fem. noun),119,,"Noun, Noun",
de todas formas,de todas formas: anyways/anyway (idiom),119,,"Cluster, Idiom",
fuego,fuego: fire (masc. noun),119,,"Noun, Noun",
perro,perro: dog (masc. noun),119,,"Noun, Noun",
por,por used after Ir to mean _pick up_,119,,"Preposition, Preposition",
teléfono,teléfono: phone/telephone (masc. noun),119,,"Noun, Noun",
tiempo,tiempo: weather (masc. noun),119,,"Noun, Noun",
mira,mira: look (Mirar imperative),121,,"Verb, Verb",Mirar
mira,"mira: looks, he/she/it looks (Mirar, present, 3rd person)",121,,"Verb, Verb",Mirar
mirado,mirado: looked/watched (Mirar participle),121,,"Verb, Verb",Mirar
mírame,"mírame: look at me (Mirar, imperative contraction)",121,,"Verb, Verb",Mirar
miramos,"miramos: look, we look (Mirar, present, 1st person plural)",121,,"Verb, Verb",Mirar
miran,"miran: look, they look (Mirar, present, 3rd person plural)",121,,"Verb, Verb",Mirar
mirando,mirando: looking (Mirar gerund),121,,"Verb, Verb",Mirar
mirar,mirar: to look (Mirar infinitive),121,,"Verb, Verb",Mirar
miras,"miras: look, you look (Mirar, present, 2nd person)",121,,"Verb, Verb",Mirar
mire,"mire: look, he/she/it look (Mirar, subjunctive, 3rd person)",121,,"Verb, Verb",Mirar
miren,"miren: look, they look (Mirar, subjunctive, 3rd person plural)",121,,"Verb, Verb",Mirar
mires,"mires: look, you look (Mirar, subjunctive, 2nd person)",121,,"Verb, Verb",Mirar
mires,mires: look/watch (Mirar negative imperative),121,,"Verb, Verb",Mirar
miro,"miro: look, I look (Mirar, present, 1st person)",121,,"Verb, Verb",Mirar
necesita,"necesita:needs, he/she/it needs (Necesitar, present, 3rd person)",121,,"Verb, Verb",Necesitar
necesitaba,"necesitaba: needed, I needed (Necesitar, imperfect, 1st person)",121,,"Verb, Verb",Necesitar
necesitaba,"necesitaba: needed, he/she/it needed (Necesitar, imperfect, 3rd person)",121,,"Verb, Verb",Necesitar
necesitábamos,"necesitábamos: needed, we needed (Necesitar, imperfect, 1st person plural)",121,,"Verb, Verb",Necesitar
necesitaban,"necesitaban: needed, they needed (Necesitar, imperfect, 3rd person plural)",121,,"Verb, Verb",Necesitar
necesitabas,"necesitabas: needed, you needed (Necesitar, imperfect, 2nd person)",121,,"Verb, Verb",Necesitar
necesitamos,"necesitamos: needed, we needed (Necesitar, preterite, 1st person plural)",121,,"Verb, Verb",Necesitar
necesitamos,"necesitamos: need, we need (Necesitar, present, 1st person plural)",121,,"Verb, Verb",Necesitar
necesitan,"necesitan: need, he/she/it need (Necesitar, present, 3rd person)",121,,"Verb, Verb",Necesitar
necesitar,necesitar: to need (Necesitar infinitive),121,,"Verb, Verb",Necesitar
necesitará,"necesitará: will need, he/she/it will need (Necesitar, future, 3rd person)",121,,"Verb, Verb",Necesitar
necesitarán,"necesitarán: will need, they will need (Necesitar, future, 3rd person plural)",121,,"Verb, Verb",Necesitar
necesitarás,"necesitarás: will need, you will need (Necesitar, future, 2nd person)",121,,"Verb, Verb",Necesitar
necesitaré,"necesitaré: will need, I will need (Necesitar, future, 1st person)",121,,"Verb, Verb",Necesitar
necesitaremos,"necesitaremos: will need, we will need (Necesitar, future, 1st person plural)",121,,"Verb, Verb",Necesitar
necesitas,"necesitas: need, you need (Necesitar, present, 2nd person)",121,,"Verb, Verb",Necesitar
necesite,"necesite: need, I need (Necesitar, subjunctive, 1st person)",121,,"Verb, Verb",Necesitar
necesite,"necesite: need, he/she/it need (Necesitar, subjunctive, 3rd person)",121,,"Verb, Verb",Necesitar
necesitemos,"necesitemos: need, we need (Necesitar, subjunctive, 1st person plural)",121,,"Verb, Verb",Necesitar
necesites,"necesites: need, you need (Necesitar, subjunctive, 2nd person)",121,,"Verb, Verb",Necesitar
necesito,"necesito: need, I need (Necesitar, present, 1st person)",121,,"Verb, Verb",Necesitar
viva,"viva: live, I live (Vivir, subjunctive, 1st person)",122,,"Verb, Verb",Vivir
viva,"viva: live, he/she/it live (Vivir, subjunctive, 3rd person)",122,,"Verb, Verb",Vivir
vivamos,"vivamos: live, we live (Vivir, subjunctive, 1st person plural)",122,,"Verb, Verb",Vivir
vivan,"vivan: live, they live (Vivir, subjunctive, 3rd person plural)",122,,"Verb, Verb",Vivir
vivas,"vivas: live, you live (Vivir, subjunctive, 2nd person)",122,,"Verb, Verb",Vivir
vive,"vive: lives , he/she/it lives (Vivir, present, 3rd person)",122,,"Verb, Verb",Vivir
viven,"viven: live, they live (Vivir, present, 3rd person plural)",122,,"Verb, Verb",Vivir
vives,"vives: live, you live (Vivir, present, 2nd person)",122,,"Verb, Verb",Vivir
viví,"viví: lived, I lived (Vivir, preterite, 1st person)",122,,"Verb, Verb",Vivir
vivía,"vivía: lived, I lived (Vivir, imperfect, 1st person)",122,,"Verb, Verb",Vivir
vivía,"vivía: lived, he/she/it lived (Vivir, imperfect, 3rd person)",122,,"Verb, Verb",Vivir
vivíamos,"vivíamos: lived, we lived (Vivir, imperfect, 1st person plural)",122,,"Verb, Verb",Vivir
vivían,"vivían: lived, they lived (Vivir, imperfect, 3rd person plural)",122,,"Verb, Verb",Vivir
vivías,"vivías: lived, you lived (Vivir, imperfect, 2nd person)",122,,"Verb, Verb",Vivir
vivido,vivido: lived (Vivir participle),122,,"Verb, Verb",Vivir
viviendo,viviendo: living (Vivir gerund),122,,"Verb, Verb",Vivir
vivieron,"vivieron: lived, they lived (Vivir, preterite, 3rd person plural)",122,,"Verb, Verb",Vivir
vivimos,"vivimos: live, we live (Vivir, present, 1st person plural)",122,,"Verb, Verb",Vivir
vivimos,"vivimos: lived, we lived (Vivir, preterite, 1st person plural)",122,,"Verb, Verb",Vivir
vivió,"vivió: lived, he/she/it lived (Vivir, preterite, 3rd person)",122,,"Verb, Verb",Vivir
vivir,vivir: to live (Vivir infinitive),122,,"Verb, Verb",Vivir
viviste,"viviste: lived, you lived (Vivir, preterite, 2nd person)",122,,"Verb, Verb",Vivir
vivo,"vivo: live, I live (Vivir, present, 1st person)",122,,"Verb, Verb",Vivir
cinco,cinco: five (number),123,,"Adjective, Number",
cuatro,cuatro: four (number),123,,"Adjective, Number",
me da igual,me da igual: it's all the same to me (idiom),123,,"Cluster, Idiom",
seguro de sí mismo,seguro de sí mismo: sure of oneself (idiom),123,,"Cluster, Idiom",
seis,seis: six (number),123,,"Adjective, Number",
sí,sí: himself/herself/themselves (prepositional pronoun),123,,"Pronoun, Prepositional",
siete,siete: seven (number),123,,"Adjective, Number",
cuenta,cuenta: account/bill (fem. noun),124,,"Noun, Noun",
culpa,culpa: blame/fault (fem. noun),124,,"Noun, Noun",
darse cuenta de que,darse cuenta de que: to realize (idiom),124,,"Cluster, Idiom",
de veras,de veras: really (idiom),124,,"Cluster, Idiom",
en primer lugar,en primer lugar: in the first place (idiom),124,,"Cluster, Idiom",
en punto,en punto: o'clock (idiom),124,,"Cluster, Idiom",
hacer de cuenta,hacer de cuenta: to pretend (idiom),124,,"Cluster, Idiom",
palabra,palabra: word (fem. noun),124,,"Noun, Noun",
plan,plan: plan (masc. noun),124,,"Noun, Noun",
puede ser,puede ser: it might be (idiom),124,,"Cluster, Idiom",
recuerdo,recuerdo: memory (masc. noun),124,,"Noun, Noun",
sentido,sentido: sense (masc. noun),124,,"Noun, Noun",
veras,veras: truth (fem. noun),124,,"Noun, Noun",
gusta,"gusta: likes, he/she/it likes (Gustar, present, 3rd person)",126,,"Verb, Verb",Gustar
gustamos,"gustamos: like, we like (Gustar, present, 1st person plural)",126,,"Verb, Verb",Gustar
gustan,"gustan: like, they like (Gustar, present, 3rd person plural)",126,,"Verb, Verb",Gustar
gustar,gustar: to like (Gustar infinitive),126,,"Verb, Verb",Gustar
gustas,"gustas: like, you like (Gustar, present, 2nd person)",126,,"Verb, Verb",Gustar
gusto,"gusto: like, I like (Gustar, present, 1st person)",126,,"Verb, Verb",Gustar
importa,"importa: matters, he/she/it matters (Importar, present, 3rd person)",126,,"Verb, Verb",Importar
importamos,"importamos: matter, we matter (Importar, present, 1st person plural)",126,,"Verb, Verb",Importar
importan,"importan: matter, they matter (Importar, present, 3rd person plural)",126,,"Verb, Verb",Importar
importar,importar: to matter (Importar infinitive),126,,"Verb, Verb",Importar
importas,"importas: matter, you matter (Importar, present, 2nd person)",126,,"Verb, Verb",Importar
importo,"importo: matter, I matter (Importar, present, 1st person)",126,,"Verb, Verb",Importar
gustaba,"gustaba: liked, I liked (Gustar, imperfect, 1st person)",127,,"Verb, Verb",Gustar
gustaba,"gustaba: liked, he/she/it liked (Gustar, imperfect, 3rd person)",127,,"Verb, Verb",Gustar
gustaban,"gustaban: liked, they liked (Gustar, imperfect, 3rd person plural)",127,,"Verb, Verb",Gustar
gustabas,"gustabas: liked, you liked (Gustar, imperfect, 2nd person)",127,,"Verb, Verb",Gustar
gustado,gustado: liked (Gustar participle),127,,"Verb, Verb",Gustar
gustará,"gustará: will like, he/she/it will like (Gustar, future, 3rd person)",127,,"Verb, Verb",Gustar
gustaría,"gustaría: would like, I would like (Gustar, conditional, 1st person)",127,,"Verb, Verb",Gustar
gustaría,"gustaría: would like, he/she/it would like (Gustar, conditional, 3rd person)",127,,"Verb, Verb",Gustar
gustarían,"gustarían: would like, they would like (Gustar, conditional, 3rd person plural)",127,,"Verb, Verb",Gustar
gustaron,"gustaron: liked, they liked (Gustar, preterite, 3rd person plural)",127,,"Verb, Verb",Gustar
guste,"guste: like, he/she/it like (Gustar, subjunctive, 3rd person)",127,,"Verb, Verb",Gustar
gustó,"gustó: liked, he/she/it liked (Gustar, preterite, 3rd person)",127,,"Verb, Verb",Gustar
importaba,"importaba: mattered, he/she/it mattered (Importar, imperfect, 3rd person)",127,,"Verb, Verb",Importar
importaban,"importaban: mattered, they mattered (Importar, imperfect, 3rd person plural)",127,,"Verb, Verb",Importar
importabas,"importabas: mattered, you mattered  (Importar, imperfect, 2nd person)",127,,"Verb, Verb",Importar
importará,"importará: will matter, he/she/it will matter (Importar, future, 3rd person)",127,,"Verb, Verb",Importar
importaría,"importaría: would matter, I would matter (Importar, conditional, 1st person)",127,,"Verb, Verb",Importar
importaría,"importaría: would matter, he/she/it would matter (Importar, conditional, 3rd person)",127,,"Verb, Verb",Importar
importarían,"importarían: would matter, they would matter (Importar, conditional, 3rd person plural)",127,,"Verb, Verb",Importar
importe,"importe: matter, he/she/it matter (Importar, subjunctive, 3rd person)",127,,"Verb, Verb",Importar
preocupa,"preocupa: worries, he/she/it worries (Preocupar, present, 3rd person)",127,,"Verb, Verb",Preocupar
